Track_ID,Start_Junction,End_Junction,Track_Length,Max_Capacity,Signal_Positions,Halt_Positions,Track_Type,Electrified,Max_Speed_Limit
TK0334,JN0253,JN0141,193.0,5,"[135.93, 78.0, 186.73, 53.53, 137.08, 121.09, 2.33, 170.84, 26.94]","[128.07, 149.68, 121.77]",Junction Track,Yes,80
TK0335,JN0681,JN0333,315.79,2,"[249.88, 96.46, 292.05, 104.1, 22.9, 313.92, 274.75, 147.14, 210.44, 211.97, 61.42, 63.17, 148.29, 287.87, 3.16]","[247.11, 18.17, 151.02, 201.44, 216.87, 18.47]",Single Line,Yes,100
TK0336,JN0083,JN0042,71.87,4,"[40.3, 42.0, 17.3]",[52.96],Junction Track,No,140
TK0337,JN0858,JN0293,292.89,1,"[123.86, 235.0, 82.53, 183.25, 120.42, 68.63, 150.62, 233.57, 243.83, 247.93, 99.16, 232.39, 62.14, 216.27]","[277.77, 4.03, 128.98, 189.72, 205.54]",Single Line,Yes,120
TK0338,JN0402,JN0644,15.16,4,[2.81],[],Loop,Yes,120
TK0339,JN0913,JN0609,256.71,8,"[101.02, 198.67, 250.13, 69.59, 180.47, 238.35, 176.18, 174.85, 57.44, 137.37, 144.4, 179.73]","[255.89, 8.64, 16.75, 20.01, 190.73]",Double Line,Yes,160
TK0340,JN0066,JN0942,111.75,3,"[96.58, 86.68, 21.26, 17.06, 38.85]","[46.06, 104.16]",Junction Track,Yes,100
TK0341,JN0504,JN0744,443.38,5,"[68.31, 372.4, 28.31, 128.51, 135.85, 71.34, 225.32, 5.19, 133.45, 413.96, 137.68, 159.82, 209.79, 249.05, 358.57, 84.39, 386.52, 335.89, 320.41, 38.49, 9.6, 263.38]","[382.7, 259.13, 94.54, 40.14, 310.19, 320.02, 76.5, 12.5]",Yard Track,Yes,160
TK0342,JN0580,JN0831,179.28,6,"[122.37, 176.44, 162.35, 156.27, 54.17, 134.6, 152.58, 121.61]","[44.92, 171.0, 80.82]",Double Line,Yes,160
TK0343,JN0521,JN0505,221.67,6,"[13.11, 169.9, 195.66, 181.73, 103.3, 118.36, 53.7, 38.32, 182.43, 176.97, 172.31]","[102.71, 191.63, 205.31, 72.78]",Double Line,Yes,80
TK0344,JN0924,JN0272,442.58,7,"[2.67, 56.29, 238.09, 109.57, 40.88, 159.28, 121.36, 226.21, 433.39, 55.01, 164.96, 412.48, 388.09, 174.5, 309.34, 38.88, 315.36, 430.57, 237.88, 220.62, 82.9, 280.5]","[261.32, 288.53, 11.54, 242.85, 263.31, 91.85, 92.2, 122.25]",Double Line,No,160
TK0345,JN0846,JN0669,151.35,5,"[117.99, 54.64, 133.6, 1.94, 47.25, 51.03, 25.06]","[50.89, 88.67, 78.74]",Loop,Yes,120
TK0346,JN0953,JN0288,208.61,3,"[59.98, 26.88, 157.04, 9.65, 31.41, 21.97, 172.18, 9.18, 138.65, 9.28]","[164.06, 190.4, 101.56, 167.84]",Loop,No,100
TK0347,JN0328,JN0302,380.99,4,"[365.91, 130.88, 369.75, 222.18, 175.87, 250.6, 310.83, 150.19, 12.56, 270.05, 364.29, 238.12, 71.78, 94.58, 346.61, 5.17, 209.07, 60.45, 107.73]","[116.96, 83.55, 301.88, 126.57, 131.63, 172.59, 343.77]",Double Line,Yes,140
TK0348,JN0634,JN0263,100.75,7,"[24.96, 75.38, 60.66, 56.93, 15.04]","[17.73, 28.39]",Double Line,Yes,100
TK0349,JN0515,JN0280,314.9,5,"[91.4, 143.43, 106.13, 172.55, 243.58, 212.39, 92.72, 166.5, 264.55, 21.48, 24.66, 175.14, 201.26, 66.57, 234.67]","[203.51, 290.74, 53.2, 236.61, 26.34, 178.01]",Yard Track,Yes,160
TK0350,JN0894,JN0159,7.16,2,[3.4],[],Yard Track,Yes,160
TK0351,JN0906,JN0238,477.96,4,"[398.08, 72.92, 301.31, 6.87, 405.29, 345.56, 253.87, 349.2, 45.08, 252.68, 139.22, 464.88, 409.67, 350.48, 446.3, 165.78, 430.59, 155.45, 350.25, 351.98, 8.77, 172.57, 9.29]","[476.57, 58.41, 259.44, 377.86, 96.2, 231.84, 290.33, 76.57, 372.12]",Yard Track,Yes,160
TK0352,JN0745,JN0535,440.63,3,"[382.18, 262.78, 404.36, 257.97, 313.98, 183.34, 402.77, 363.15, 73.46, 253.97, 395.17, 349.45, 424.13, 101.92, 161.91, 223.48, 102.52, 173.63, 236.86, 84.31, 113.1, 55.01]","[314.34, 159.31, 97.06, 223.54, 30.07, 406.88, 129.75, 390.6]",Junction Track,Yes,160
TK0353,JN0373,JN0362,91.76,2,"[33.64, 66.88, 39.2, 2.28]",[6.05],Junction Track,Yes,160
TK0354,JN0866,JN0083,162.57,3,"[7.33, 93.23, 29.47, 161.6, 22.58, 90.93, 108.14, 152.34]","[137.74, 39.95, 93.09]",Yard Track,No,140
TK0355,JN0914,JN0246,364.3,5,"[265.67, 84.83, 155.96, 324.2, 6.91, 150.94, 97.2, 72.35, 305.5, 253.74, 41.03, 180.13, 170.1, 51.92, 291.36, 133.58, 277.58, 69.97]","[114.78, 34.67, 52.27, 321.75, 39.75, 34.88, 342.58]",Loop,Yes,160
TK0356,JN0341,JN0416,77.81,2,"[8.58, 44.9, 6.22]",[46.88],Single Line,No,120
TK0357,JN0849,JN0087,200.27,7,"[35.27, 184.0, 22.15, 173.59, 108.99, 7.82, 93.02, 163.71, 145.43, 97.89]","[172.24, 24.11, 182.23, 169.51]",Double Line,No,100
TK0358,JN0039,JN0505,188.93,2,"[107.48, 48.64, 83.18, 53.05, 23.22, 60.81, 160.97, 72.0, 141.32]","[33.1, 80.19, 21.7]",Single Line,Yes,120
TK0359,JN0969,JN0424,239.84,1,"[71.99, 169.98, 24.65, 107.19, 225.87, 95.21, 104.14, 177.05, 186.84, 184.58, 239.33]","[17.14, 235.58, 227.89, 204.38]",Single Line,Yes,120
TK0360,JN0956,JN0274,396.87,3,"[72.82, 239.48, 22.43, 241.79, 219.87, 260.05, 355.39, 337.48, 389.19, 387.44, 306.51, 379.57, 344.2, 288.76, 29.92, 19.47, 332.42, 194.33, 323.29]","[124.19, 157.82, 277.88, 363.27, 34.83, 341.89, 314.72]",Yard Track,Yes,140
TK0361,JN0559,JN0434,35.4,4,[3.38],[],Junction Track,Yes,100
TK0362,JN0105,JN0692,318.65,3,"[264.87, 214.85, 2.17, 200.07, 258.2, 188.25, 135.33, 186.06, 197.47, 203.95, 308.15, 56.93, 198.55, 59.9, 66.9]","[213.26, 291.87, 50.68, 306.69, 101.77, 124.69]",Junction Track,Yes,140
TK0363,JN0869,JN0267,45.78,3,"[28.52, 26.71]",[],Loop,Yes,100
TK0364,JN0403,JN0513,376.36,5,"[60.43, 288.53, 22.17, 316.3, 354.61, 254.66, 80.15, 135.53, 179.62, 227.56, 251.66, 208.59, 132.22, 335.31, 30.63, 175.48, 291.9, 22.91]","[265.46, 308.51, 248.71, 4.87, 67.8, 128.76, 87.95]",Junction Track,No,160
TK0365,JN0489,JN0945,371.59,2,"[127.77, 158.38, 96.31, 285.06, 141.48, 280.62, 6.84, 50.4, 135.62, 40.47, 223.38, 18.89, 319.48, 282.9, 80.36, 179.77, 167.89, 269.36]","[149.2, 12.24, 101.72, 173.24, 362.12, 327.43, 67.41]",Single Line,No,160
TK0366,JN0297,JN0916,361.87,2,"[63.41, 278.09, 144.74, 183.05, 233.3, 329.17, 256.04, 16.45, 303.45, 358.02, 170.98, 350.86, 198.06, 166.32, 119.92, 237.95, 83.16, 37.97]","[9.86, 105.8, 143.22, 199.78, 105.94, 356.1, 105.57]",Loop,Yes,120
TK0367,JN0007,JN0852,28.92,2,[16.67],[],Single Line,Yes,100
TK0368,JN0319,JN0513,420.56,1,"[100.6, 130.71, 228.69, 378.38, 328.65, 18.41, 291.46, 211.99, 200.0, 290.84, 82.53, 412.78, 271.39, 153.78, 252.42, 91.04, 266.57, 11.87, 143.49, 314.38, 339.81]","[106.37, 226.86, 222.26, 177.25, 96.07, 295.75, 106.13, 383.14]",Single Line,Yes,120
TK0369,JN0362,JN0662,65.2,1,"[25.23, 30.64, 10.88]",[1.21],Single Line,Yes,160
TK0370,JN0993,JN0915,123.44,2,"[57.44, 109.47, 19.88, 12.8, 0.34, 38.76]","[18.2, 27.16]",Loop,Yes,140
TK0371,JN0231,JN0539,20.63,7,[8.35],[],Double Line,Yes,100
TK0372,JN0920,JN0080,11.92,3,[0.03],[],Junction Track,No,160
TK0373,JN0988,JN0202,151.51,4,"[35.48, 149.87, 39.47, 63.07, 103.2, 132.73, 7.8]","[45.61, 86.21, 93.68]",Yard Track,Yes,100
TK0374,JN0852,JN0511,414.68,5,"[172.87, 343.49, 192.82, 122.58, 321.32, 354.31, 174.34, 276.92, 24.38, 219.56, 18.65, 12.1, 254.16, 125.79, 307.91, 371.58, 57.8, 300.44, 213.36, 46.49]","[270.2, 252.73, 213.82, 384.18, 216.08, 410.74, 211.16, 48.04]",Junction Track,Yes,140
TK0375,JN0883,JN0362,380.3,5,"[37.16, 178.22, 30.98, 259.41, 300.58, 365.99, 56.59, 202.48, 215.83, 350.82, 238.55, 55.34, 165.94, 249.01, 266.32, 328.23, 68.65, 361.87, 22.49]","[374.13, 326.21, 251.1, 279.52, 27.64, 15.77, 38.7]",Yard Track,Yes,80
TK0376,JN0868,JN0581,123.15,6,"[85.65, 80.4, 39.39, 29.95, 42.17, 98.11]","[72.2, 31.22]",Double Line,No,120
TK0377,JN0855,JN0672,222.35,2,"[28.02, 187.28, 122.06, 187.8, 212.58, 209.72, 22.33, 210.08, 176.94, 172.92, 20.04]","[39.92, 216.83, 47.44, 37.59]",Single Line,Yes,160
TK0378,JN0171,JN0143,247.36,4,"[122.5, 152.25, 96.84, 85.6, 53.94, 68.03, 166.51, 91.49, 19.73, 34.17, 92.11, 228.69]","[93.76, 15.0, 103.4, 165.44]",Yard Track,Yes,80
TK0379,JN0106,JN0082,90.23,8,"[88.92, 6.78, 38.67, 21.57]",[56.88],Double Line,No,120
TK0380,JN0726,JN0284,316.37,3,"[216.18, 76.79, 192.31, 306.86, 312.43, 203.22, 280.62, 63.38, 77.85, 301.47, 42.78, 60.46, 133.05, 186.53, 191.03]","[92.37, 291.25, 289.51, 124.04, 137.4, 222.25]",Junction Track,Yes,120
TK0381,JN0351,JN0167,124.57,5,"[57.07, 85.51, 92.43, 97.03, 46.68, 95.25]","[0.81, 59.43]",Junction Track,No,100
TK0382,JN0405,JN0883,324.1,5,"[311.55, 148.58, 163.2, 107.68, 10.25, 140.35, 212.31, 223.61, 2.11, 259.62, 159.59, 168.77, 311.7, 92.19, 246.85, 186.28]","[227.13, 135.41, 90.49, 177.0, 121.52, 72.25]",Junction Track,No,140
TK0383,JN0538,JN0816,239.65,2,"[225.89, 170.74, 125.04, 38.71, 92.07, 140.22, 173.79, 152.27, 171.14, 102.84, 174.37]","[34.45, 38.96, 39.02, 213.49]",Yard Track,Yes,140
TK0384,JN0836,JN0361,236.87,4,"[45.01, 170.38, 108.66, 105.02, 143.2, 37.25, 212.75, 110.17, 86.82, 30.01, 39.78]","[218.01, 108.16, 171.07, 19.07]",Loop,Yes,120
TK0385,JN0329,JN0908,6.72,5,[0.42],[],Double Line,Yes,160
TK0386,JN0590,JN0847,312.72,3,"[279.04, 192.93, 164.89, 101.83, 76.21, 195.16, 139.75, 284.74, 153.75, 160.05, 130.32, 246.82, 132.86, 84.23, 269.58]","[186.64, 184.98, 191.02, 224.8, 97.9, 10.58]",Loop,No,120
TK0387,JN0575,JN0431,45.75,2,"[39.23, 41.06]",[],Loop,Yes,160
TK0388,JN0717,JN0362,465.47,5,"[88.48, 209.02, 427.41, 425.78, 230.57, 62.75, 379.34, 272.38, 359.88, 215.29, 94.9, 11.17, 260.26, 74.96, 87.11, 203.09, 205.77, 127.72, 61.41, 439.85, 61.27, 163.27, 141.91]","[403.25, 190.87, 57.74, 4.78, 336.04, 332.58, 194.47, 58.79, 172.98]",Yard Track,Yes,80
TK0389,JN0898,JN0294,388.79,5,"[239.99, 251.99, 354.03, 159.55, 209.01, 104.28, 111.41, 17.9, 111.22, 24.82, 374.76, 242.71, 67.32, 45.4, 143.9, 119.61, 108.57, 182.03, 354.91]","[220.85, 202.65, 313.58, 1.56, 76.74, 192.91, 274.22]",Yard Track,Yes,160
TK0390,JN0663,JN0961,89.05,1,"[79.38, 30.85, 75.27, 63.29]",[80.52],Single Line,Yes,160
TK0391,JN0298,JN0672,220.65,8,"[40.82, 50.83, 58.16, 50.79, 145.3, 25.58, 85.47, 137.92, 64.18, 14.4, 18.05]","[27.8, 184.43, 145.16, 14.24]",Double Line,Yes,160
TK0392,JN0982,JN0128,154.94,2,"[21.35, 115.02, 136.32, 146.28, 9.08, 114.64, 112.56]","[146.74, 39.19, 114.99]",Yard Track,Yes,160
TK0393,JN0025,JN0431,11.84,5,[4.32],[],Loop,Yes,120
TK0394,JN0439,JN0462,78.3,4,"[13.15, 15.96, 62.38]",[21.3],Yard Track,No,100
TK0395,JN0919,JN0786,279.07,1,"[219.14, 23.73, 162.63, 229.15, 240.44, 7.99, 262.09, 12.09, 171.49, 193.5, 29.96, 13.4, 219.04]","[107.35, 29.89, 212.84, 236.97, 163.92]",Single Line,Yes,120
TK0396,JN0030,JN0666,277.32,1,"[208.15, 243.66, 183.72, 90.88, 256.0, 245.02, 198.51, 100.85, 219.61, 87.66, 70.15, 142.82, 276.52]","[223.05, 202.39, 125.35, 86.51, 237.36]",Single Line,Yes,140
TK0397,JN0578,JN0940,434.53,9,"[49.82, 366.07, 216.47, 55.35, 50.11, 69.2, 326.32, 308.89, 88.57, 368.02, 122.23, 344.58, 212.4, 317.88, 165.73, 150.84, 365.6, 15.34, 423.55, 281.65, 187.93]","[272.91, 53.33, 223.37, 428.06, 102.23, 313.85, 189.01, 283.51]",Double Line,Yes,80
TK0398,JN0684,JN0323,319.2,7,"[180.37, 196.35, 160.32, 5.4, 287.32, 263.98, 55.6, 131.92, 245.96, 312.84, 303.61, 287.08, 50.55, 291.9, 280.4]","[120.32, 125.93, 146.81, 209.45, 83.26, 7.33]",Double Line,Yes,100
TK0399,JN0195,JN0534,383.44,4,"[351.79, 343.3, 348.45, 283.59, 41.03, 168.0, 50.39, 378.72, 127.7, 224.44, 298.85, 353.0, 289.7, 258.63, 178.67, 232.13, 36.11, 338.93, 208.5]","[15.39, 352.72, 187.62, 333.05, 328.56, 312.79, 23.54]",Double Line,Yes,160
TK0400,JN0097,JN0821,231.74,5,"[3.32, 222.63, 192.07, 211.37, 89.73, 45.7, 140.54, 171.78, 30.33, 184.84, 48.34]","[113.94, 198.48, 44.82, 56.06]",Loop,Yes,100
TK0401,JN0355,JN0845,80.16,5,"[65.33, 73.41, 32.57, 10.28]",[17.94],Loop,No,140
TK0402,JN0436,JN0450,12.17,1,[0.99],[],Single Line,No,140
TK0403,JN0018,JN0235,417.59,4,"[236.98, 215.18, 9.88, 392.39, 268.93, 38.26, 8.75, 21.21, 254.48, 256.41, 208.66, 128.1, 222.05, 215.6, 8.11, 117.96, 22.21, 375.9, 302.85, 415.97]","[126.18, 366.85, 251.83, 189.22, 92.95, 308.35, 377.56, 98.26]",Yard Track,Yes,160
TK0404,JN0573,JN0464,376.23,7,"[85.61, 334.99, 324.14, 136.34, 145.16, 263.93, 34.0, 30.44, 51.29, 211.62, 56.06, 104.45, 243.39, 5.88, 67.81, 349.87, 249.66, 114.96]","[17.04, 220.49, 83.85, 361.24, 258.45, 366.49, 319.38]",Double Line,Yes,100
TK0405,JN0214,JN0451,291.2,2,"[198.12, 114.76, 231.67, 10.73, 194.52, 189.23, 274.0, 207.73, 231.88, 263.42, 196.57, 84.49, 253.28, 217.69]","[123.6, 206.9, 252.67, 284.11, 277.32]",Loop,Yes,100
TK0406,JN0519,JN0855,127.53,1,"[94.65, 32.42, 120.01, 27.46, 126.72, 94.11]","[50.06, 16.62]",Single Line,Yes,80
TK0407,JN0563,JN0288,440.24,3,"[333.32, 101.52, 258.37, 85.67, 314.68, 275.2, 351.38, 30.16, 92.5, 68.0, 83.89, 45.35, 247.45, 261.25, 371.34, 183.9, 234.38, 436.41, 234.14, 252.51, 438.44, 437.65]","[186.67, 279.53, 211.67, 317.29, 413.11, 136.32, 360.5, 288.29]",Loop,Yes,140
TK0408,JN0383,JN0748,178.6,4,"[76.02, 96.72, 144.31, 171.62, 155.9, 93.78, 97.46, 50.17]","[82.66, 169.11, 129.84]",Yard Track,Yes,80
TK0409,JN0037,JN0310,425.12,3,"[11.51, 35.43, 186.02, 100.09, 418.43, 230.54, 281.6, 118.53, 136.8, 142.61, 297.04, 201.38, 220.08, 251.67, 326.83, 38.42, 330.26, 239.44, 284.44, 139.25, 174.04]","[98.27, 416.32, 211.28, 423.45, 208.22, 93.42, 215.73, 16.83]",Yard Track,No,120
TK0410,JN0914,JN0954,306.86,7,"[141.11, 100.42, 301.95, 23.47, 94.04, 117.44, 151.42, 5.03, 25.27, 79.11, 170.0, 235.6, 210.66, 174.0, 121.9]","[267.18, 141.09, 91.83, 193.12, 212.39, 122.28]",Double Line,Yes,120
TK0411,JN0456,JN0061,167.01,2,"[45.65, 6.4, 29.6, 108.64, 83.29, 133.16, 10.23, 148.46]","[166.41, 2.63, 161.61]",Yard Track,Yes,120
TK0412,JN0775,JN0491,263.3,4,"[189.4, 5.27, 256.29, 58.35, 174.8, 114.47, 15.71, 124.32, 136.06, 225.04, 192.83, 20.88, 55.07]","[82.12, 30.65, 120.3, 259.17, 135.5]",Yard Track,No,100
TK0413,JN0341,JN0932,79.83,9,"[13.69, 27.69, 77.44]",[62.33],Double Line,Yes,160
TK0414,JN0678,JN0808,384.04,2,"[107.28, 259.14, 298.99, 335.64, 59.65, 316.01, 97.85, 164.12, 346.19, 174.55, 75.68, 61.4, 181.65, 292.9, 382.97, 302.4, 336.81, 287.2, 343.89]","[29.3, 357.14, 152.24, 353.94, 29.08, 274.69, 282.54]",Loop,No,120
TK0415,JN0560,JN0862,186.44,7,"[40.73, 149.17, 93.66, 131.64, 106.26, 7.21, 148.45, 11.99, 175.85]","[40.16, 95.53, 11.86]",Double Line,No,120
TK0416,JN0292,JN0236,151.41,5,"[125.14, 52.43, 12.95, 44.87, 20.8, 70.76, 23.61]","[70.08, 33.46, 111.85]",Yard Track,Yes,160
TK0417,JN0552,JN0360,398.82,2,"[267.82, 39.46, 264.85, 243.94, 188.78, 167.21, 353.78, 97.77, 158.85, 131.26, 307.57, 365.51, 338.91, 318.14, 393.55, 278.04, 299.54, 391.96, 2.79]","[252.87, 294.72, 366.05, 352.5, 335.79, 377.2, 214.32]",Yard Track,Yes,100
TK0418,JN0635,JN0085,228.37,5,"[24.84, 5.3, 113.95, 177.17, 71.68, 160.14, 212.82, 104.82, 55.76, 209.58, 107.85]","[93.14, 80.7, 96.6, 153.84]",Junction Track,Yes,80
TK0419,JN0445,JN0321,104.96,2,"[43.46, 34.09, 88.82, 95.03, 47.43]","[0.95, 83.18]",Loop,Yes,120
TK0420,JN0788,JN0754,429.69,1,"[393.04, 232.54, 216.22, 124.9, 131.14, 342.27, 192.95, 70.27, 40.62, 203.21, 199.79, 280.79, 202.41, 61.65, 218.2, 389.64, 68.51, 296.38, 255.18, 321.66, 64.71]","[404.6, 266.83, 363.98, 105.97, 317.72, 335.6, 170.78, 164.98]",Single Line,Yes,160
TK0421,JN0329,JN0959,99.34,2,"[16.13, 20.44, 48.95, 23.62]",[9.61],Single Line,No,120
TK0422,JN0424,JN0118,209.6,9,"[71.33, 21.7, 38.49, 72.46, 169.03, 36.42, 22.99, 108.14, 117.11, 18.91]","[59.63, 55.08, 39.03, 66.16]",Double Line,Yes,120
TK0423,JN0676,JN0604,289.86,3,"[193.6, 165.66, 245.44, 180.25, 183.79, 64.25, 120.47, 99.83, 3.31, 90.81, 140.89, 173.87, 270.89, 69.31]","[44.18, 252.01, 273.0, 141.44, 33.4]",Loop,Yes,100
TK0424,JN0631,JN0821,124.36,8,"[94.55, 29.89, 85.06, 36.69, 1.12, 78.77]","[14.09, 81.99]",Double Line,No,140
TK0425,JN0657,JN0057,276.64,4,"[217.85, 20.45, 112.63, 93.32, 217.21, 113.5, 189.39, 166.66, 269.9, 259.43, 118.32, 200.17, 229.46]","[248.67, 18.85, 83.57, 88.59, 120.19]",Junction Track,Yes,160
TK0426,JN0249,JN0538,251.2,5,"[139.54, 217.84, 105.14, 100.13, 145.58, 79.55, 178.14, 62.47, 206.78, 68.41, 249.36, 79.49]","[220.76, 99.81, 61.81, 56.81, 213.56]",Yard Track,Yes,120
TK0427,JN0850,JN0794,480.86,5,"[312.05, 167.25, 141.36, 228.53, 103.33, 136.66, 29.85, 146.17, 154.21, 462.5, 283.57, 378.62, 21.82, 51.23, 391.67, 299.84, 91.83, 194.65, 259.02, 405.65, 29.05, 286.94, 344.79, 470.22]","[388.13, 132.83, 341.21, 367.03, 350.9, 394.37, 434.56, 47.33, 50.38]",Yard Track,No,120
TK0428,JN0523,JN0778,43.87,2,"[5.55, 29.47]",[],Yard Track,Yes,100
TK0429,JN0416,JN0012,46.38,5,"[42.43, 35.44]",[],Junction Track,Yes,120
TK0430,JN0431,JN0690,260.42,5,"[109.44, 229.61, 172.07, 31.67, 193.89, 135.47, 58.62, 75.41, 145.14, 156.7, 252.14, 222.59, 53.61]","[201.57, 2.16, 33.81, 52.01, 155.52]",Junction Track,Yes,140
TK0431,JN0826,JN0218,172.02,2,"[113.97, 1.08, 24.45, 38.41, 46.78, 25.19, 70.58, 12.93]","[129.02, 135.5, 98.79]",Junction Track,Yes,120
TK0432,JN0085,JN0319,353.8,1,"[42.55, 25.19, 293.08, 160.16, 302.74, 291.37, 316.07, 17.08, 65.85, 104.77, 48.2, 171.76, 282.68, 336.52, 314.73, 161.8, 225.19]","[81.62, 142.58, 308.22, 10.33, 188.49, 308.79, 43.17]",Single Line,No,120
TK0433,JN0091,JN0723,180.07,9,"[71.99, 137.73, 89.94, 130.67, 90.97, 106.76, 136.98, 109.36, 110.85]","[142.11, 170.9, 67.83]",Double Line,Yes,80
TK0434,JN0038,JN0566,208.96,9,"[1.03, 164.2, 134.01, 9.74, 165.12, 46.92, 55.55, 19.54, 111.67, 104.11]","[72.55, 35.26, 175.1, 183.13]",Double Line,Yes,120
TK0435,JN0372,JN0862,52.55,2,"[37.92, 18.87]",[6.43],Loop,Yes,120
TK0436,JN0896,JN0407,342.36,5,"[183.78, 222.08, 243.3, 220.43, 263.62, 123.07, 61.43, 70.04, 4.1, 119.94, 31.41, 110.06, 215.07, 306.23, 287.44, 86.5, 45.9]","[66.1, 332.42, 188.12, 62.48, 287.84, 135.3]",Yard Track,No,100
TK0437,JN0679,JN0618,242.78,5,"[210.92, 139.44, 53.84, 97.93, 236.87, 147.56, 189.64, 109.22, 129.16, 104.14, 170.66, 206.72]","[123.18, 116.75, 82.62, 43.0]",Junction Track,No,140
TK0438,JN0806,JN0428,359.1,2,"[123.72, 188.17, 49.73, 339.55, 241.66, 19.37, 55.73, 143.58, 77.84, 109.39, 358.2, 236.52, 331.17, 156.49, 255.06, 165.07, 117.86]","[186.43, 153.45, 352.11, 178.17, 291.27, 239.45, 172.23]",Yard Track,Yes,100
TK0439,JN0053,JN0233,139.47,2,"[30.4, 129.1, 32.4, 73.93, 47.92, 15.97]","[7.37, 50.95]",Loop,Yes,120
TK0440,JN0282,JN0310,5.95,2,[1.32],[],Loop,No,160
TK0441,JN0046,JN0243,366.11,7,"[214.58, 116.8, 182.94, 136.93, 234.51, 178.35, 1.69, 237.85, 154.54, 125.1, 34.47, 80.68, 81.93, 342.45, 158.35, 15.4, 50.82, 28.93]","[215.59, 68.32, 182.53, 135.48, 294.31, 117.33, 167.78]",Double Line,No,80
TK0442,JN0104,JN0844,473.88,2,"[238.83, 458.34, 313.52, 428.86, 84.71, 228.99, 430.59, 152.88, 458.55, 46.0, 427.76, 210.98, 34.95, 416.79, 119.39, 10.54, 64.36, 312.34, 463.36, 52.82, 218.91, 85.6, 353.06]","[55.95, 113.66, 93.07, 261.83, 413.78, 242.19, 27.6, 266.98, 377.93]",Junction Track,Yes,140
TK0443,JN0959,JN0655,74.79,2,"[40.43, 18.66, 24.85]",[72.24],Single Line,Yes,120
TK0444,JN0243,JN0620,66.03,3,"[43.73, 48.96, 39.68]",[7.38],Loop,No,160
TK0445,JN0072,JN0403,385.98,6,"[246.91, 1.15, 97.74, 107.58, 36.09, 107.96, 123.95, 373.93, 258.07, 164.43, 381.37, 59.14, 183.75, 249.75, 21.45, 276.75, 38.55, 54.15, 61.64]","[358.53, 263.72, 252.98, 214.41, 113.02, 239.65, 158.31]",Double Line,Yes,120
TK0446,JN0364,JN0021,99.38,4,"[81.83, 85.06, 10.6, 55.43]",[80.37],Junction Track,Yes,160
TK0447,JN0288,JN0066,399.38,4,"[164.72, 327.74, 216.97, 204.39, 21.95, 229.24, 359.68, 311.57, 314.04, 63.87, 143.16, 93.14, 126.17, 231.46, 145.69, 223.93, 175.13, 114.47, 38.1]","[356.19, 4.54, 0.66, 330.21, 398.11, 290.39, 6.1]",Junction Track,Yes,140
TK0448,JN0821,JN0036,285.57,2,"[78.12, 111.48, 131.4, 23.56, 240.45, 34.71, 138.06, 109.36, 146.29, 253.43, 282.45, 5.79, 112.3, 233.48]","[93.27, 185.34, 283.36, 184.7, 31.75]",Yard Track,No,160
TK0449,JN0080,JN0017,474.46,7,"[125.39, 345.03, 397.26, 372.1, 130.02, 190.55, 196.07, 233.09, 79.41, 214.68, 242.35, 252.27, 389.01, 245.45, 109.5, 314.63, 378.29, 151.53, 306.17, 69.72, 162.23, 431.39, 432.38]","[272.97, 333.24, 405.19, 454.79, 232.43, 266.44, 197.2, 34.15, 200.6]",Double Line,No,120
TK0450,JN0903,JN0009,162.55,2,"[32.63, 146.33, 80.75, 123.3, 10.47, 67.76, 109.6, 21.69]","[52.96, 10.49, 105.88]",Loop,No,100
TK0451,JN0093,JN0649,423.57,1,"[43.58, 345.7, 325.57, 266.96, 42.97, 111.12, 194.38, 112.66, 183.82, 95.71, 148.08, 276.3, 377.98, 163.09, 293.07, 57.09, 229.08, 390.41, 11.83, 113.33, 56.12]","[225.82, 287.88, 24.47, 29.77, 368.35, 193.25, 196.09, 400.1]",Single Line,Yes,160
TK0452,JN0814,JN0578,44.31,5,"[23.68, 38.38]",[],Yard Track,Yes,120
TK0453,JN0432,JN0401,455.02,4,"[200.43, 162.41, 335.06, 292.01, 345.33, 373.14, 419.98, 196.09, 448.06, 98.13, 325.05, 242.99, 371.71, 216.94, 356.71, 423.25, 333.21, 353.14, 30.57, 93.26, 443.33, 315.42]","[255.47, 166.98, 20.2, 167.97, 227.02, 96.22, 78.78, 231.34, 266.6]",Yard Track,Yes,100
TK0454,JN0107,JN0529,239.22,5,"[136.72, 125.48, 154.23, 128.61, 156.64, 217.11, 237.61, 169.68, 221.95, 205.35, 70.58]","[223.17, 16.94, 78.92, 153.09]",Yard Track,Yes,80
TK0455,JN0319,JN0118,435.49,9,"[157.97, 417.34, 389.12, 188.99, 249.68, 421.35, 427.9, 195.9, 369.02, 131.51, 161.92, 71.78, 91.1, 286.06, 222.44, 100.66, 175.47, 162.52, 429.99, 371.72, 168.96]","[398.01, 149.22, 290.87, 420.97, 169.96, 296.09, 128.87, 115.98]",Double Line,Yes,160
TK0456,JN0012,JN0122,469.13,4,"[118.85, 131.49, 415.26, 37.65, 284.03, 403.67, 432.42, 5.95, 173.42, 120.69, 266.48, 296.89, 469.02, 240.55, 258.71, 194.37, 69.28, 142.3, 115.87, 375.88, 256.06, 138.95, 229.45]","[102.68, 86.85, 403.42, 443.24, 37.54, 358.83, 212.66, 182.48, 323.42]",Loop,Yes,80
TK0457,JN0063,JN0032,21.85,4,[2.41],[],Loop,Yes,160
