Train_ID,Train_Name,Train_Type,Max_Speed,Avg_Speed,Train_Length,Capacity,Priority_Level,Color_Code
TR0337,Rourkela_Rajdhani_337,Rajdhani,175,157,206,773,1,#FF0000
TR0338,Varanasi_Central_Local_338,Local,103,84,272,1158,2,#FFA500
TR0339,Kochi_Shatabdi_339,Shatabdi,160,140,336,619,1,#008000
TR0340,Jaipur_Junction_Rajdhani_340,Rajdhani,149,127,320,777,1,#000080
TR0341,Bareilly_Metro_341,Metro,93,83,190,953,2,#FFFF00
TR0342,Gwalior_Junction_Express_342,Express,123,106,338,1411,2,#0000FF
TR0343,Jodhpur_Terminal_Local_343,Local,89,79,218,1038,2,#FF0000
TR0344,Vijayawada_Junction_Freight_344,Freight,71,60,318,1672,3,#FF0000
TR0345,Nashik_Central_Shatabdi_345,Shatabdi,176,147,210,559,1,#008000
TR0346,Bilaspur_Shatabdi_346,Shatabdi,152,125,201,653,1,#0000FF
TR0347,Nagpur_Terminal_Rajdhani_347,Rajdhani,160,144,241,722,1,#C0C0C0
TR0348,Varanasi_Rajdhani_348,Rajdhani,150,129,245,679,1,#FFFF00
TR0349,Dibrugarh_Terminal_Express_349,Express,105,81,285,1087,2,#FF00FF
TR0350,Chennai_Central_Terminal_Passenger_350,Passenger,83,71,285,672,2,#808000
TR0351,Dhanbad_Shatabdi_351,Shatabdi,178,160,248,668,1,#00FF00
TR0352,Jabalpur_Local_352,Local,84,70,199,829,2,#00FFFF
TR0353,Khandwa_Local_353,Local,108,89,235,858,2,#00FF00
TR0354,Bangalore_Junction_Rajdhani_354,Rajdhani,141,121,234,608,1,#FFA500
TR0355,Meerut_Junction_Shatabdi_355,Shatabdi,147,127,235,699,1,#C0C0C0
TR0356,Allahabad_Terminal_Superfast_356,Superfast,94,76,255,910,2,#808080
TR0357,Agra_Terminal_Passenger_357,Passenger,102,92,289,999,2,#FFFF00
TR0358,Kolkata_Junction_Freight_358,Freight,75,52,478,1236,3,#0000FF
TR0359,Indore_Terminal_Metro_359,Metro,91,77,164,1159,2,#808080
TR0360,Kochi_Junction_Superfast_360,Superfast,99,84,181,1005,2,#FF00FF
TR0361,Gorakhpur_Metro_361,Metro,81,66,113,1025,2,#FF0000
TR0362,Shimla_Central_Rajdhani_362,Rajdhani,141,118,201,740,1,#008000
TR0363,Hyderabad_Passenger_363,Passenger,80,68,204,779,2,#0000FF
TR0364,Silchar_Central_Shatabdi_364,Shatabdi,154,134,300,715,1,#008080
TR0365,Jabalpur_Rajdhani_365,Rajdhani,177,161,333,690,1,#FFA500
TR0366,Kochi_Terminal_Local_366,Local,93,75,298,998,2,#00FF00
TR0367,Patna_Freight_367,Freight,61,49,405,4537,3,#00FF00
TR0368,Kota_Metro_368,Metro,79,61,153,1080,2,#FFFF00
TR0369,Rourkela_Rajdhani_369,Rajdhani,153,138,279,509,1,#808080
TR0370,Trivandrum_Superfast_370,Superfast,99,87,283,1082,2,#C0C0C0
TR0371,Ujjain_Superfast_371,Superfast,81,64,228,1136,2,#C0C0C0
TR0372,Trivandrum_Terminal_Local_372,Local,91,78,283,1046,2,#C0C0C0
TR0373,Jalandhar_Terminal_Freight_373,Freight,89,78,350,2083,3,#0000FF
TR0374,Jaipur_Central_Superfast_374,Superfast,98,87,279,944,2,#808000
TR0375,Nashik_Junction_Express_375,Express,128,106,332,1262,1,#0000FF
TR0376,Patna_Central_Superfast_376,Superfast,88,76,229,862,2,#008080
TR0377,Hyderabad_Junction_Passenger_377,Passenger,83,70,166,1151,2,#FFA500
TR0378,Mysore_Terminal_Local_378,Local,99,86,273,1019,2,#FFA500
TR0379,Madurai_Junction_Express_379,Express,104,86,256,1373,2,#008080
TR0380,Vadodara_Terminal_Shatabdi_380,Shatabdi,153,132,285,628,1,#808080
TR0381,Dibrugarh_Junction_Rajdhani_381,Rajdhani,141,113,348,618,1,#FF00FF
TR0382,Ludhiana_Central_Express_382,Express,122,98,262,1222,2,#000080
TR0383,Gorakhpur_Junction_Express_383,Express,112,93,388,1492,1,#FF00FF
TR0384,Cuttack_Local_384,Local,102,88,183,1109,2,#008080
TR0385,Gwalior_Express_385,Express,107,90,291,1235,1,#000080
TR0386,Indore_Central_Superfast_386,Superfast,96,78,166,791,2,#008000
TR0387,Hubli_Passenger_387,Passenger,80,69,197,1171,2,#FF0000
TR0388,Ahmedabad_Express_388,Express,117,93,283,1031,2,#808000
TR0389,Allahabad_Junction_Shatabdi_389,Shatabdi,147,132,344,478,1,#FFA500
TR0390,Hubli_Terminal_Metro_390,Metro,82,70,131,868,2,#FF0000
TR0391,Ludhiana_Rajdhani_391,Rajdhani,176,154,286,732,1,#FF0000
TR0392,Vadodara_Terminal_Superfast_392,Superfast,98,81,166,1082,2,#FFFF00
TR0393,Udaipur_Central_Superfast_393,Superfast,87,68,288,965,2,#0000FF
TR0394,Kolkata_Terminal_Rajdhani_394,Rajdhani,167,150,204,660,1,#00FFFF
TR0395,Lucknow_Terminal_Metro_395,Metro,77,58,195,837,2,#008080
TR0396,Gorakhpur_Passenger_396,Passenger,87,70,198,928,2,#808080
TR0397,Indore_Junction_Local_397,Local,93,75,271,768,2,#808080
TR0398,Mumbai_Central_Terminal_Rajdhani_398,Rajdhani,149,130,339,563,1,#800080
TR0399,Udaipur_Express_399,Express,121,102,281,959,1,#008080
TR0400,Solapur_Express_400,Express,110,86,308,1072,1,#008080
TR0401,Udaipur_Junction_Express_401,Express,124,108,281,1213,1,#808080
TR0402,Jammu_Central_Passenger_402,Passenger,103,89,181,721,2,#FFA500
TR0403,Varanasi_Central_Rajdhani_403,Rajdhani,151,128,348,417,1,#808080
TR0404,Agra_Central_Superfast_404,Superfast,109,92,253,901,2,#FFA500
TR0405,Vijayawada_Local_405,Local,90,75,238,834,2,#008080
TR0406,Silchar_Superfast_406,Superfast,92,81,176,1140,2,#0000FF
TR0407,Kota_Terminal_Rajdhani_407,Rajdhani,163,137,296,677,1,#0000FF
TR0408,Ahmedabad_Central_Rajdhani_408,Rajdhani,158,137,238,429,1,#008000
TR0409,Patna_Central_Metro_409,Metro,74,57,157,1161,2,#800080
TR0410,Pune_Junction_Passenger_410,Passenger,91,77,281,1114,2,#0000FF
TR0411,Surat_Junction_Metro_411,Metro,79,68,120,809,2,#808080
TR0412,Bhopal_Rajdhani_412,Rajdhani,166,141,311,465,1,#008000
TR0413,Jalpaiguri_Local_413,Local,83,68,239,833,2,#00FFFF
TR0414,Patna_Local_414,Local,96,78,270,1017,2,#808000
TR0415,Jalandhar_Terminal_Metro_415,Metro,88,72,155,869,2,#FF00FF
TR0416,Dibrugarh_Junction_Express_416,Express,103,85,286,819,1,#FF00FF
TR0417,Jodhpur_Central_Shatabdi_417,Shatabdi,179,158,237,601,1,#FFFF00
TR0418,Itarsi_Local_418,Local,104,91,268,872,2,#FFFF00
TR0419,Vadodara_Central_Superfast_419,Superfast,93,81,204,935,2,#800080
TR0420,Gwalior_Central_Shatabdi_420,Shatabdi,163,147,281,557,1,#008080
TR0421,Jalandhar_Terminal_Local_421,Local,98,88,259,918,2,#00FFFF
TR0422,Bangalore_Terminal_Metro_422,Metro,82,63,130,916,2,#0000FF
TR0423,Kanpur_Junction_Metro_423,Metro,82,69,154,1149,2,#FFA500
TR0424,Haridwar_Junction_Passenger_424,Passenger,97,84,196,712,2,#008000
TR0425,Gwalior_Terminal_Local_425,Local,101,91,153,1000,2,#808000
TR0426,Rewa_Rajdhani_426,Rajdhani,145,116,323,477,1,#FFA500
TR0427,Nashik_Central_Passenger_427,Passenger,105,91,210,1104,2,#00FF00
TR0428,Nagpur_Terminal_Freight_428,Freight,72,52,453,4696,3,#C0C0C0
TR0429,Gwalior_Central_Shatabdi_429,Shatabdi,156,131,250,764,1,#000080
TR0430,Vijayawada_Junction_Freight_430,Freight,73,54,248,1580,3,#000080
TR0431,Chennai_Central_Metro_431,Metro,74,61,189,869,2,#808080
TR0432,Siliguri_Rajdhani_432,Rajdhani,178,162,223,528,1,#FFFF00
TR0433,Ludhiana_Central_Shatabdi_433,Shatabdi,170,152,235,551,1,#808080
TR0434,Agra_Central_Metro_434,Metro,81,62,191,1141,2,#0000FF
TR0435,Kolhapur_Rajdhani_435,Rajdhani,167,139,337,519,1,#00FFFF
TR0436,Katni_Rajdhani_436,Rajdhani,164,137,243,469,1,#C0C0C0
TR0437,Ajmer_Junction_Local_437,Local,103,90,256,849,2,#FF00FF
TR0438,Jaipur_Terminal_Local_438,Local,97,87,219,1118,2,#00FF00
TR0439,Meerut_Terminal_Metro_439,Metro,93,80,147,942,2,#FF00FF
TR0440,Gwalior_Express_440,Express,125,103,307,941,1,#00FF00
TR0441,Kanpur_Terminal_Superfast_441,Superfast,82,66,296,904,2,#008000
TR0442,Bareilly_Terminal_Superfast_442,Superfast,91,73,266,1044,2,#000080
TR0443,Coimbatore_Junction_Passenger_443,Passenger,86,71,230,888,2,#C0C0C0
TR0444,Bikaner_Central_Superfast_444,Superfast,81,62,235,642,2,#FF0000
TR0445,Bangalore_Express_445,Express,105,85,334,1409,2,#00FF00
TR0446,Lucknow_Terminal_Shatabdi_446,Shatabdi,141,117,343,497,1,#0000FF
TR0447,Mangalore_Central_Superfast_447,Superfast,86,71,237,1187,2,#00FFFF
TR0448,Dibrugarh_Local_448,Local,106,87,212,842,2,#FFA500
TR0449,Lucknow_Junction_Superfast_449,Superfast,99,80,217,982,2,#FFFF00
TR0450,Ludhiana_Terminal_Shatabdi_450,Shatabdi,154,132,278,631,1,#FFFF00
TR0451,Kochi_Local_451,Local,93,75,177,657,2,#FF0000
TR0452,Dehradun_Junction_Rajdhani_452,Rajdhani,141,118,330,647,1,#008080
TR0453,Mangalore_Junction_Passenger_453,Passenger,89,76,155,826,2,#FFFF00
TR0454,Meerut_Junction_Rajdhani_454,Rajdhani,164,139,346,577,1,#0000FF
TR0455,Coimbatore_Junction_Freight_455,Freight,83,62,207,4657,3,#008080
TR0456,Bina_Local_456,Local,88,75,234,1084,2,#FFA500
TR0457,Dhanbad_Passenger_457,Passenger,94,77,191,809,2,#FFFF00
TR0458,Vadodara_Junction_Shatabdi_458,Shatabdi,151,135,279,662,1,#C0C0C0
TR0459,Dibrugarh_Junction_Freight_459,Freight,86,75,239,2898,3,#FF0000
TR0460,Trivandrum_Terminal_Local_460,Local,80,64,250,1119,2,#008080
TR0461,Meerut_Central_Metro_461,Metro,80,66,193,1059,2,#808080
TR0462,Jammu_Shatabdi_462,Shatabdi,158,135,338,411,1,#FFA500
TR0463,Bhopal_Metro_463,Metro,70,54,129,820,2,#00FF00
TR0464,Surat_Junction_Local_464,Local,107,92,208,1105,2,#808000
TR0465,Gwalior_Terminal_Superfast_465,Superfast,104,92,174,952,2,#00FF00
TR0466,Nagpur_Junction_Express_466,Express,129,110,258,1026,2,#00FFFF
TR0467,Bareilly_Junction_Express_467,Express,105,88,388,1371,2,#008080
TR0468,Singrauli_Local_468,Local,88,74,280,825,2,#008080
TR0469,Amritsar_Shatabdi_469,Shatabdi,165,146,233,555,1,#0000FF
TR0470,Bikaner_Junction_Rajdhani_470,Rajdhani,157,133,222,474,1,#00FFFF
TR0471,Vadodara_Passenger_471,Passenger,84,72,274,888,2,#00FF00
TR0472,Bhopal_Terminal_Express_472,Express,102,80,397,1047,2,#FF0000
TR0473,Jabalpur_Metro_473,Metro,92,76,162,927,2,#FFFF00
TR0474,Nagpur_Central_Express_474,Express,124,104,306,942,2,#FF00FF
TR0475,Bangalore_Central_Shatabdi_475,Shatabdi,153,135,336,438,1,#008080
TR0476,Shimla_Central_Superfast_476,Superfast,94,83,283,714,2,#FFA500
TR0477,Meerut_Freight_477,Freight,86,75,245,3935,3,#808080
TR0478,Jodhpur_Local_478,Local,100,83,296,1146,2,#808080
TR0479,Coimbatore_Terminal_Freight_479,Freight,79,69,469,1280,3,#00FFFF
TR0480,Udaipur_Junction_Rajdhani_480,Rajdhani,161,138,309,482,1,#0000FF
TR0481,Amritsar_Junction_Express_481,Express,118,95,320,1083,2,#008000
TR0482,Jodhpur_Terminal_Freight_482,Freight,87,71,474,1632,3,#FFFF00
TR0483,Lucknow_Shatabdi_483,Shatabdi,177,158,229,716,1,#FF0000
TR0484,Puri_Metro_484,Metro,89,71,174,941,2,#0000FF
TR0485,Mumbai_Central_Passenger_485,Passenger,106,88,157,667,2,#008000
TR0486,Jammu_Junction_Superfast_486,Superfast,93,78,165,726,2,#808080
TR0487,Ludhiana_Central_Passenger_487,Passenger,95,83,199,1175,2,#FF00FF
TR0488,Ujjain_Superfast_488,Superfast,95,82,286,800,2,#0000FF
TR0489,Ahmedabad_Passenger_489,Passenger,81,64,214,1079,2,#C0C0C0
TR0490,Surat_Rajdhani_490,Rajdhani,179,153,246,475,1,#008000
TR0491,Gwalior_Freight_491,Freight,85,72,431,3652,3,#0000FF
TR0492,Durgapur_Shatabdi_492,Shatabdi,159,136,331,556,1,#FFA500
TR0493,Jodhpur_Junction_Local_493,Local,107,94,225,1005,2,#0000FF
TR0494,Kota_Central_Shatabdi_494,Shatabdi,141,119,290,561,1,#008000
TR0495,Bokaro_Passenger_495,Passenger,87,71,294,861,2,#008080
TR0496,Pune_Terminal_Shatabdi_496,Shatabdi,165,140,323,535,1,#FF0000
TR0497,Allahabad_Passenger_497,Passenger,108,98,291,1023,2,#C0C0C0
TR0498,Kanpur_Junction_Local_498,Local,103,93,195,648,2,#808080
TR0499,Mumbai_Central_Central_Metro_499,Metro,80,67,196,1179,2,#FFA500
TR0500,Ahmedabad_Junction_Superfast_500,Superfast,100,90,255,917,2,#00FFFF
TR0501,Amritsar_Shatabdi_501,Shatabdi,148,126,248,436,1,#FF0000
TR0502,Kota_Central_Metro_502,Metro,90,78,138,858,2,#008000
TR0503,Aurangabad_Rajdhani_503,Rajdhani,152,127,338,546,1,#808080
TR0504,Bina_Superfast_504,Superfast,80,63,225,618,2,#800080
TR0505,Hyderabad_Terminal_Superfast_505,Superfast,100,90,239,900,2,#008080
TR0506,Trivandrum_Junction_Express_506,Express,104,82,336,952,2,#C0C0C0
TR0507,Davangere_Rajdhani_507,Rajdhani,162,147,283,574,1,#00FF00
TR0508,Madurai_Central_Express_508,Express,103,88,396,1438,2,#800080
TR0509,Patna_Junction_Local_509,Local,96,86,271,931,2,#008000
TR0510,Dehradun_Terminal_Rajdhani_510,Rajdhani,141,112,304,684,1,#00FF00
TR0511,Bhubaneswar_Freight_511,Freight,70,48,409,2289,3,#00FFFF
TR0512,Raichur_Passenger_512,Passenger,104,88,152,1139,2,#00FFFF
TR0513,Vadodara_Junction_Freight_513,Freight,80,69,365,2628,3,#808080
TR0514,Silchar_Terminal_Metro_514,Metro,71,61,134,1067,2,#FF0000
TR0515,Dibrugarh_Rajdhani_515,Rajdhani,154,130,261,756,1,#008000
TR0516,Gwalior_Rajdhani_516,Rajdhani,163,140,227,693,1,#00FFFF
TR0517,Udaipur_Terminal_Freight_517,Freight,77,64,272,3658,3,#00FFFF
TR0518,Amritsar_Express_518,Express,129,113,328,1250,2,#FFA500
TR0519,Bhopal_Terminal_Metro_519,Metro,80,61,199,1112,2,#FF0000
TR0520,Pune_Metro_520,Metro,76,65,136,955,2,#FFFF00
TR0521,Gwalior_Terminal_Superfast_521,Superfast,103,93,196,792,2,#0000FF
TR0522,Nashik_Terminal_Superfast_522,Superfast,89,78,275,1018,2,#FF0000
TR0523,Kota_Terminal_Passenger_523,Passenger,85,71,265,991,2,#008080
TR0524,Ahmedabad_Terminal_Shatabdi_524,Shatabdi,140,111,312,787,1,#00FF00
TR0525,Rewa_Superfast_525,Superfast,109,92,216,943,2,#C0C0C0
TR0526,Silchar_Local_526,Local,105,90,200,962,2,#00FFFF
TR0527,Hubli_Junction_Freight_527,Freight,88,64,229,1244,3,#FF00FF
TR0528,New_Delhi_Central_Express_528,Express,128,109,284,969,2,#00FFFF
TR0529,Aurangabad_Local_529,Local,97,79,178,968,2,#808000
TR0530,Ujjain_Rajdhani_530,Rajdhani,156,129,221,623,1,#FF00FF
TR0531,Puri_Superfast_531,Superfast,88,78,235,964,2,#808000
TR0532,Bhubaneswar_Rajdhani_532,Rajdhani,142,118,308,753,1,#000080
TR0533,Hyderabad_Terminal_Passenger_533,Passenger,100,86,288,899,2,#FFFF00
TR0534,Jaipur_Junction_Freight_534,Freight,60,39,479,2982,3,#0000FF
TR0535,Bangalore_Central_Superfast_535,Superfast,94,83,166,738,2,#008080
TR0536,Ahmedabad_Express_536,Express,107,87,334,1463,2,#008080
TR0537,Gwalior_Central_Superfast_537,Superfast,96,82,267,763,2,#808000
TR0538,Vijayawada_Junction_Superfast_538,Superfast,81,66,289,1158,2,#00FFFF
TR0539,Patna_Freight_539,Freight,66,45,383,4588,3,#008000
TR0540,Gwalior_Central_Shatabdi_540,Shatabdi,151,131,314,416,1,#000080
TR0541,Kota_Central_Metro_541,Metro,81,68,169,1151,2,#000080
TR0542,Madurai_Junction_Local_542,Local,85,75,292,815,2,#808000
TR0543,Udaipur_Junction_Metro_543,Metro,94,82,180,1041,2,#FF00FF
TR0544,Agra_Central_Shatabdi_544,Shatabdi,166,150,203,491,1,#C0C0C0
TR0545,Jodhpur_Junction_Freight_545,Freight,75,51,315,4400,3,#FF0000
TR0546,Meerut_Passenger_546,Passenger,96,86,212,746,2,#0000FF
TR0547,Bikaner_Freight_547,Freight,64,42,388,1942,3,#FFA500
TR0548,Hubli_Central_Metro_548,Metro,87,72,185,1148,2,#0000FF
TR0549,Gwalior_Shatabdi_549,Shatabdi,149,125,325,719,1,#008080
TR0550,Jammu_Central_Express_550,Express,108,86,306,1346,2,#0000FF
TR0551,Dibrugarh_Terminal_Freight_551,Freight,77,60,312,3841,3,#FFA500
TR0552,Trivandrum_Shatabdi_552,Shatabdi,146,129,235,464,1,#FF00FF
TR0553,Vadodara_Terminal_Passenger_553,Passenger,94,80,285,740,2,#008080
TR0554,Bareilly_Junction_Metro_554,Metro,78,68,134,963,2,#800080
TR0555,Trivandrum_Junction_Rajdhani_555,Rajdhani,148,132,203,783,1,#00FFFF
TR0556,Haridwar_Terminal_Freight_556,Freight,62,45,387,4842,3,#C0C0C0
TR0557,Korba_Metro_557,Metro,71,59,115,922,2,#800080
TR0558,Hyderabad_Central_Passenger_558,Passenger,102,91,293,979,2,#008080
TR0559,Dehradun_Express_559,Express,101,77,283,812,2,#0000FF
TR0560,Mysore_Metro_560,Metro,92,75,154,1181,2,#00FFFF
TR0561,Silchar_Junction_Superfast_561,Superfast,86,72,294,920,2,#808080
TR0562,Varanasi_Superfast_562,Superfast,92,78,202,1002,2,#008000
TR0563,Udaipur_Passenger_563,Passenger,101,91,172,782,2,#808080
TR0564,Trivandrum_Terminal_Express_564,Express,109,91,397,1255,2,#00FF00
TR0565,Vijayawada_Shatabdi_565,Shatabdi,167,139,278,452,1,#808080
TR0566,Jalandhar_Central_Rajdhani_566,Rajdhani,143,116,207,458,1,#008080
TR0567,Bangalore_Junction_Rajdhani_567,Rajdhani,170,142,281,689,1,#808000
TR0568,Coimbatore_Terminal_Passenger_568,Passenger,91,81,242,1190,2,#00FF00
TR0569,New_Delhi_Terminal_Metro_569,Metro,91,76,186,1008,2,#00FF00
TR0570,Indore_Terminal_Metro_570,Metro,78,63,143,1124,2,#C0C0C0
TR0571,Gwalior_Central_Local_571,Local,90,72,256,1176,2,#008000
TR0572,Davangere_Freight_572,Freight,61,40,299,2475,3,#0000FF
TR0573,Asansol_Superfast_573,Superfast,98,88,261,797,2,#008080
TR0574,Madurai_Terminal_Freight_574,Freight,64,54,417,4769,3,#FF0000
TR0575,Ludhiana_Central_Local_575,Local,106,88,172,774,2,#FF00FF
TR0576,Ahmedabad_Central_Freight_576,Freight,72,58,223,1928,3,#808000
TR0577,Jalandhar_Terminal_Passenger_577,Passenger,83,65,233,1132,2,#0000FF
TR0578,Hyderabad_Terminal_Local_578,Local,84,65,197,700,2,#008080
TR0579,Amritsar_Junction_Metro_579,Metro,78,66,117,1102,2,#0000FF
TR0580,Bangalore_Terminal_Local_580,Local,88,72,290,612,2,#00FF00
TR0581,Rourkela_Metro_581,Metro,78,60,174,965,2,#800080
TR0582,Jodhpur_Junction_Shatabdi_582,Shatabdi,172,154,286,508,1,#C0C0C0
TR0583,Mangalore_Express_583,Express,108,86,252,1062,2,#00FFFF
TR0584,Kota_Junction_Local_584,Local,91,77,203,1139,2,#FF0000
TR0585,Dibrugarh_Local_585,Local,100,88,206,1124,2,#00FFFF
TR0586,Puri_Shatabdi_586,Shatabdi,149,130,246,443,1,#000080
TR0587,Mumbai_Central_Shatabdi_587,Shatabdi,152,133,223,501,1,#00FFFF
TR0588,Hyderabad_Central_Passenger_588,Passenger,83,64,260,986,2,#FF0000
TR0589,Hubli_Central_Local_589,Local,101,88,178,1135,2,#008000
TR0590,Raichur_Local_590,Local,105,86,214,829,2,#FFA500
TR0591,Ajmer_Central_Local_591,Local,95,85,241,703,2,#008080
TR0592,Jodhpur_Terminal_Freight_592,Freight,81,67,386,2705,3,#808080
TR0593,Srinagar_Junction_Passenger_593,Passenger,81,67,284,733,2,#FF00FF
TR0594,Jaipur_Central_Passenger_594,Passenger,80,64,206,1118,2,#008080
TR0595,Lucknow_Central_Metro_595,Metro,85,71,199,934,2,#0000FF
TR0596,Ludhiana_Terminal_Passenger_596,Passenger,90,73,194,824,2,#808000
TR0597,Srinagar_Terminal_Local_597,Local,87,75,247,1088,2,#008080
TR0598,Mumbai_Central_Central_Superfast_598,Superfast,94,78,153,817,2,#800080
TR0599,Patna_Junction_Passenger_599,Passenger,102,88,224,1033,2,#008080
TR0600,Ajmer_Junction_Shatabdi_600,Shatabdi,156,131,305,489,1,#000080
TR0601,Ujjain_Passenger_601,Passenger,89,77,253,866,2,#008080
TR0602,Cuttack_Freight_602,Freight,70,60,374,2072,3,#00FFFF
TR0603,Silchar_Junction_Metro_603,Metro,91,73,130,846,2,#808080
TR0604,Haridwar_Junction_Express_604,Express,125,110,354,804,2,#800080
TR0605,Srinagar_Junction_Shatabdi_605,Shatabdi,172,156,214,625,1,#C0C0C0
TR0606,Allahabad_Terminal_Express_606,Express,120,101,335,1189,2,#00FF00
TR0607,Jammu_Central_Shatabdi_607,Shatabdi,149,121,202,796,1,#00FFFF
TR0608,Silchar_Superfast_608,Superfast,87,77,226,930,2,#808000
TR0609,Ujjain_Rajdhani_609,Rajdhani,167,141,215,469,1,#0000FF
TR0610,Nashik_Terminal_Local_610,Local,95,78,225,689,2,#FF00FF
TR0611,Nagpur_Terminal_Passenger_611,Passenger,97,85,251,910,2,#00FF00
TR0612,Jaipur_Junction_Express_612,Express,105,87,308,1419,1,#00FF00
TR0613,Varanasi_Central_Passenger_613,Passenger,90,76,157,1049,2,#000080
TR0614,Hubli_Central_Metro_614,Metro,99,86,164,893,2,#FFA500
TR0615,Kolkata_Central_Passenger_615,Passenger,106,93,235,1199,2,#00FFFF
TR0616,Hyderabad_Junction_Local_616,Local,88,74,185,673,2,#008080
TR0617,Ludhiana_Central_Metro_617,Metro,97,78,142,1054,2,#800080
TR0618,Vijayawada_Express_618,Express,127,105,340,1121,2,#FF00FF
TR0619,Jodhpur_Junction_Freight_619,Freight,84,62,340,4522,3,#000080
TR0620,Surat_Central_Local_620,Local,88,73,183,846,2,#008000
TR0621,Kolkata_Terminal_Superfast_621,Superfast,86,76,266,1003,2,#0000FF
TR0622,Agra_Freight_622,Freight,76,60,405,4674,3,#00FF00
TR0623,Ujjain_Superfast_623,Superfast,99,86,231,690,2,#FF0000
TR0624,New_Delhi_Central_Express_624,Express,100,76,365,953,1,#000080
TR0625,Patna_Terminal_Freight_625,Freight,70,52,392,1104,3,#00FFFF
TR0626,Asansol_Express_626,Express,123,100,388,1379,2,#0000FF
TR0627,Allahabad_Junction_Superfast_627,Superfast,82,63,258,1002,2,#FFA500
TR0628,Vijayawada_Junction_Rajdhani_628,Rajdhani,146,122,332,439,1,#808080
TR0629,Nagpur_Junction_Local_629,Local,102,83,292,683,2,#C0C0C0
TR0630,Lucknow_Terminal_Superfast_630,Superfast,87,69,296,967,2,#FFA500
TR0631,Surat_Shatabdi_631,Shatabdi,167,139,321,723,1,#0000FF
TR0632,Mysore_Superfast_632,Superfast,80,68,173,966,2,#800080
TR0633,Silchar_Central_Rajdhani_633,Rajdhani,175,159,223,423,1,#FFFF00
TR0634,Nagpur_Junction_Freight_634,Freight,61,43,380,3480,3,#FFA500
TR0635,Khandwa_Superfast_635,Superfast,84,70,203,1108,2,#FF00FF
TR0636,Mysore_Terminal_Passenger_636,Passenger,89,72,252,990,2,#FF00FF
TR0637,Srinagar_Superfast_637,Superfast,99,87,235,983,2,#FFFF00
TR0638,New_Delhi_Central_Local_638,Local,91,76,290,1110,2,#000080
TR0639,Bhopal_Central_Express_639,Express,129,110,375,1336,2,#00FFFF
TR0640,Vijayawada_Junction_Local_640,Local,86,69,203,621,2,#800080
TR0641,Ajmer_Terminal_Passenger_641,Passenger,95,79,181,801,2,#00FF00
TR0642,Ludhiana_Terminal_Rajdhani_642,Rajdhani,148,133,209,538,1,#008000
TR0643,Vijayawada_Junction_Passenger_643,Passenger,83,70,272,710,2,#FF00FF
TR0644,Gorakhpur_Shatabdi_644,Shatabdi,140,111,250,616,1,#FF0000
TR0645,Chennai_Central_Central_Passenger_645,Passenger,103,92,164,703,2,#FFA500
TR0646,Jaipur_Central_Freight_646,Freight,65,55,366,2006,3,#008000
TR0647,Varanasi_Central_Passenger_647,Passenger,81,63,222,1076,2,#00FFFF
TR0648,Belgaum_Shatabdi_648,Shatabdi,159,141,202,644,1,#FF0000
TR0649,Belgaum_Local_649,Local,95,79,214,791,2,#0000FF
TR0650,Kanpur_Junction_Express_650,Express,114,96,395,1343,2,#0000FF
TR0651,Jalpaiguri_Freight_651,Freight,79,67,277,3535,3,#FF0000
TR0652,Chandigarh_Central_Shatabdi_652,Shatabdi,173,146,331,646,1,#808000
TR0653,Gorakhpur_Terminal_Superfast_653,Superfast,98,83,232,767,2,#FF00FF
TR0654,Bilaspur_Freight_654,Freight,75,60,212,1999,3,#808080
TR0655,Dehradun_Terminal_Freight_655,Freight,78,57,242,4663,3,#008000
TR0656,Vijayawada_Local_656,Local,83,67,269,1113,2,#0000FF
TR0657,Bareilly_Central_Passenger_657,Passenger,84,67,268,1118,2,#00FF00
TR0658,Amritsar_Terminal_Metro_658,Metro,92,80,181,978,2,#800080
TR0659,Puri_Local_659,Local,80,70,275,611,2,#808000
TR0660,Siliguri_Superfast_660,Superfast,106,96,154,696,2,#008080
TR0661,Kota_Shatabdi_661,Shatabdi,144,124,258,775,1,#808080
TR0662,Bareilly_Junction_Express_662,Express,115,92,372,818,2,#808080
TR0663,Raichur_Rajdhani_663,Rajdhani,178,160,340,688,1,#00FFFF
TR0664,Surat_Junction_Rajdhani_664,Rajdhani,154,133,346,413,1,#00FFFF
TR0665,Davangere_Superfast_665,Superfast,103,90,173,628,2,#000080
TR0666,Madurai_Terminal_Passenger_666,Passenger,104,87,211,817,2,#000080
TR0667,Madurai_Central_Passenger_667,Passenger,81,66,218,1169,2,#808080
TR0668,Vadodara_Junction_Passenger_668,Passenger,84,73,220,1073,2,#000080
TR0669,Satna_Express_669,Express,124,107,273,1007,2,#00FFFF
TR0670,Shimla_Central_Shatabdi_670,Shatabdi,165,140,219,694,1,#008000
TR0671,Korba_Shatabdi_671,Shatabdi,159,133,310,483,1,#808080
TR0672,Kanpur_Superfast_672,Superfast,81,66,176,733,2,#008000
TR0673,Ranchi_Passenger_673,Passenger,95,80,249,1042,2,#008080
TR0674,Puri_Express_674,Express,128,110,259,864,2,#808000
TR0675,Bangalore_Terminal_Shatabdi_675,Shatabdi,160,135,221,647,1,#00FF00
TR0676,Shimla_Shatabdi_676,Shatabdi,164,137,312,683,1,#FFFF00
